title,date,link,category
"baru sebulan menikah, agus buntung dituntut penjara 12 tahun, denda rp 100 juta",06/05/2025,https://www.tribunnews.com/regional/2025/05/06/baru-sebulan-menikah-agus-buntung-dituntut-penjara-12-tahun-denda-rp-100-juta,Kriminal
menyambut senyum partinem dan 457 jemaah haji disabilitas lain di tanah suci,06/05/2025,https://www.tribunnews.com/haji/2025/05/06/menyambut-senyum-partinem-dan-457-jemaah-haji-disabilitas-lain-di-tanah-suci,Lainnya
"gemriah fest 2025 pecah di jambi, dewa 19 bikin ribuan penonton larut dalam nostalgia",06/05/2025,https://www.tribunnews.com/seleb/2025/05/06/gemriah-fest-2025-pecah-di-jambi-dewa-19-bikin-ribuan-penonton-larut-dalam-nostalgia,Hiburan
"jadwal badminton taipei open 2025 hari ini: 6 wakil indonesia main, verrel/lisa debut",06/05/2025,https://www.tribunnews.com/sport/2025/05/06/jadwal-badminton-taipei-open-2025-hari-ini-6-wakil-indonesia-main-verrellisa-debut,Olahraga
"awas barcelona, inter milan sudah punya rencana khusus untuk hentikan lamine yamal",06/05/2025,https://www.tribunnews.com/superskor/2025/05/06/awas-barcelonainter-milan-sudah-punya-rencana-khusus-untuk-hentikan-lamine-yamal,Olahraga
sosok misterius aldi monyet begal sadis penembak aiptu noval di makassar,06/05/2025,https://www.tribunnews.com/regional/2025/05/06/sosok-misterius-aldi-monyet-begal-sadis-penembak-aiptu-noval-di-makassar,Kriminal
jadwal semifinal liga champions live sctv: inter milan & barcelona rebutan tiket final pertama,06/05/2025,https://www.tribunnews.com/superskor/2025/05/06/jadwal-semifinal-liga-champions-live-sctv-inter-milan-barcelona-rebutan-tiket-final-pertama,Olahraga
"besok bill gates ke indonesia beri penghargaan program mbg, prabowo akui saat ini belum pantas",06/05/2025,https://www.tribunnews.com/nasional/2025/05/06/besok-bill-gates-ke-indonesia-beri-penghargaan-program-mbg-prabowo-akui-saat-ini-belum-pantas,Lainnya
"berjasa bagi sejarah perjalanan kampus, 4 tokoh dapat anugerah insan berprestasi uns 2025",06/05/2025,https://www.tribunnews.com/nasional/2025/05/06/berjasa-bagi-sejarah-perjalanan-kampus-4-tokoh-dapat-anugerah-insan-berprestasi-uns-2025,Pendidikan
"lisa mariana viral, barbie kumalasari beri wejangan untuk sang model, singgung soal pergaulan",06/05/2025,https://www.tribunnews.com/seleb/2025/05/06/lisa-mariana-viral-barbie-kumalasari-beri-wejangan-untuk-sang-model-singgung-soal-pergaulan,Lainnya
9 fakta mengejutkan kasus perdagangan seks sean 'diddy' combs yang bikin heboh amerika,06/05/2025,https://www.tribunnews.com/internasional/2025/05/06/9-fakta-mengejutkan-kasus-perdagangan-seks-sean-diddy-combs-yang-bikin-heboh-amerika,Kriminal
"soal usulan pemakzulan gibran, luhut: ribut-ribut begitu kampungan",06/05/2025,https://www.tribunnews.com/nasional/2025/05/06/soal-usulan-pemakzulan-gibran-luhut-ribut-ribut-begitu-kampungan,Politik
"gagal raih emas, ketum pbsi dan taufik hidayat tetap bangga sambut kepulangan tim piala sudirman",06/05/2025,https://www.tribunnews.com/sport/2025/05/06/gagal-raih-emas-ketum-pbsi-dan-taufik-hidayat-tetap-bangga-sambut-kepulangan-tim-piala-sudirman,Olahraga
"stok beras ri mencapai 3,5 juta ton, mentan amran ingatkan hal ini ke bulog",06/05/2025,https://www.tribunnews.com/bisnis/2025/05/06/stok-beras-ri-mencapai-35-juta-ton-mentan-amran-ingatkan-hal-ini-ke-bulog,Lainnya
"bocoran untuk inter milan, kroos beberkan kunci permainan barcelona, bukan raphinha atau yamal",06/05/2025,https://www.tribunnews.com/superskor/2025/05/06/bocoran-untuk-inter-milan-kroos-beberkan-kunci-permainan-barcelona-bukan-raphinha-atau-yamal,Olahraga
"maskapai global putar arah, cari rute baru demi hindari wilayah konflik india-pakistan",06/05/2025,https://www.tribunnews.com/internasional/2025/05/06/maskapai-global-putar-arah-cari-rute-baru-demi-hindari-wilayah-konflik-india-pakistan,Militer
"7 orang tewas dalam kecelakaan tragis dekat yellowstone, van tur dan truk terbakar di idaho",06/05/2025,https://www.tribunnews.com/internasional/2025/05/06/7-orang-tewas-dalam-kecelakaan-tragis-dekat-yellowstone-van-tur-dan-truk-terbakar-di-idaho,Lainnya
"kasus suap proyek pltu 2 cirebon terseret hingga korea selatan, kantor pusat hyundai e&c digeledah",06/05/2025,https://www.tribunnews.com/nasional/2025/05/06/kasus-suap-proyek-pltu-2-cirebon-terseret-hingga-korea-selatan-kantor-pusat-hyundai-ec-digeledah,Kriminal
"prabowo akui 200 kasus keracunan di program makan bergizi gratis, tapi keberhasilan 99,9 persen",06/05/2025,https://www.tribunnews.com/nasional/2025/05/06/prabowo-akui-200-kasus-keracunan-di-program-makan-bergizi-gratis-tapi-keberhasilan-999-persen,Kriminal
"juni 2025, tunjangan insentif guru non-asn madrasah mulai dicairkan",07/05/2025,https://www.tribunnews.com/nasional/2025/05/07/juni-2025-tunjangan-insentif-guru-non-asn-madrasah-mulai-dicairkan,Pendidikan
"breaking news kecelakaan maut angkot vs truk tronton di kalijambe purworejo, 10 tewas",07/05/2025,https://www.tribunnews.com/regional/2025/05/07/breaking-news-kecelakaan-maut-angkot-vs-truk-tronton-di-kalijambe-purworejo-10-tewas,Lainnya
"tas milik calon siswa tni di palembang dijambret, pelaku babak belur diamuk massa",07/05/2025,https://www.tribunnews.com/regional/2025/05/07/tas-milik-calon-siswa-tni-di-palembang-dijambret-pelaku-babak-belur-diamuk-massa,Lainnya
riezky aprilia jawab hasto saat diminta mundur: anda sekjen partai tapi bukan tuhan,07/05/2025,https://www.tribunnews.com/nasional/2025/05/07/riezky-aprilia-jawab-hasto-saat-diminta-mundur-anda-sekjen-partai-tapi-bukan-tuhan,Lainnya
"bill gates sudah 3 kali datang ke indonesia, apa saja yang dilakukan?",07/05/2025,https://www.tribunnews.com/nasional/2025/05/07/bill-gates-sudah-3-kali-datang-ke-indonesia-apa-saja-yang-dilakukan,Lainnya
sheikh abdullah bin zayed minta india-pakistan tahan diri: selesaikan perbedaan lewat dialog,07/05/2025,https://www.tribunnews.com/internasional/2025/05/07/sheikh-abdullah-bin-zayed-minta-india-pakistan-tahan-diri-selesaikan-perbedaan-lewat-dialog,Lainnya
"ahmad dhani disorot usai usul naturalisasi pemain timnas, ini 3 kontroversi terbesarnya",07/05/2025,https://www.tribunnews.com/superskor/2025/05/07/ahmad-dhani-disorot-usai-usul-naturalisasi-pemain-timnas-ini-3-kontroversi-terbesarnya,Olahraga
"detik-detik maling motor di bali tewas dianiaya 3 anggota tni, korban sempat dilarikan ke rs",07/05/2025,https://www.tribunnews.com/regional/2025/05/07/detik-detik-maling-motor-di-bali-tewas-dianiaya-3-anggota-tni-korban-sempat-dilarikan-ke-rs,Lainnya
"dpr dinilai abai, revisi uu pemilu mandek dan menghambat upaya perbaikan sistem demokrasi",07/05/2025,https://www.tribunnews.com/nasional/2025/05/07/dpr-dinilai-abai-revisi-uu-pemilu-mandek-dan-menghambat-upaya-perbaikan-sistem-demokrasi,Politik
mkd dpr beri sanksi untuk ahmad dhani atas pelanggaran etik: wajib minta maaf kepada pengadu,07/05/2025,https://www.tribunnews.com/nasional/2025/05/07/mkd-dpr-beri-sanksi-untuk-ahmad-dhani-atas-pelanggaran-etik-wajib-minta-maaf-kepada-pengadu,Politik
puan maharani sebut jadwal kongres pdip 2025 segera diumumkan,07/05/2025,https://www.tribunnews.com/nasional/2025/05/07/puan-maharani-sebut-jadwal-kongres-pdip-2025-segera-diumumkan,Lainnya
"ungkit kegagalan lamine yamal, yann sommer bersyukur inter lolos ke final liga champions",07/05/2025,https://www.tribunnews.com/superskor/2025/05/07/ungkit-kegagalan-lamine-yamal-yann-sommer-bersyukur-inter-lolos-ke-final-liga-champions,Olahraga
"ikut dirikan gerindra, purnawirawan tni: kami ingin gibran dimakzulkan karena kami sayang prabowo",07/05/2025,https://www.tribunnews.com/nasional/2025/05/07/ikut-dirikan-gerindra-purnawirawan-tni-kami-ingin-gibran-dimakzulkan-karena-kami-sayang-prabowo,Politik
respons erick thohir soal tambahan pemain naturalisasi timnas indonesia jelang lawan china & jepang,07/05/2025,https://www.tribunnews.com/superskor/2025/05/07/respons-erick-thohir-soal-tambahan-pemain-naturalisasi-timnas-indonesia-jelang-lawan-china-jepang,Olahraga
jadwal pendaftaran spmb online sma dan smk negeri di yogyakarta tahun 2025,07/05/2025,https://www.tribunnews.com/nasional/2025/05/07/jadwal-pendaftaran-spmb-online-sma-dan-smk-negeri-di-yogyakarta-tahun-2025,Lainnya
"pelaku yang tebas tangan rekan sekantor di bekasi ditangkap, ternyata sempat lukai adik korban",07/05/2025,https://www.tribunnews.com/regional/2025/05/07/pelaku-yang-tebas-tangan-rekan-sekantor-di-bekasi-ditangkap-ternyata-sempat-lukai-adik-korban,Lainnya
tengku dewi sempat marah saat foto anaknya diposting oleh pacar baru andrew andika,07/05/2025,https://www.tribunnews.com/seleb/2025/05/07/tengku-dewi-sempat-marah-saat-foto-anaknya-diposting-oleh-pacar-baru-andrew-andika,Lainnya
penampakan tumpukan uang rp500 miliar dan mobil listrik yang disita bareskrim dari kasus judi online,07/05/2025,https://www.tribunnews.com/nasional/2025/05/07/penampakan-tumpukan-uang-rp500-miliar-dan-mobil-listrik-yang-disita-bareskrim-dari-kasus-judi-online,Kriminal
ketua dpr tanggapi hasan nasbi batal mundur dari kepala pco: itu kewenangan presiden,07/05/2025,https://www.tribunnews.com/nasional/2025/05/07/ketua-dpr-tanggapi-hasan-nasbi-batal-mundur-dari-kepala-pco-itu-kewenangan-presiden,Politik
"prediksi skor al nassr vs al ittihad: ujian kebangkitan pasukan najd, ronaldo tokoh protagonisnya",07/05/2025,https://www.tribunnews.com/superskor/2025/05/07/prediksi-skor-al-nassr-vs-al-ittihad-ujian-kebangkitan-pasukan-najd-ronaldo-tokoh-protagonisnya,Lainnya
"kabareskrim ungkap penawaran judi online masuk ke hp-nya, begini ceritanya",07/05/2025,https://www.tribunnews.com/nasional/2025/05/07/kabareskrim-ungkap-penawaran-judi-online-masuk-ke-hp-nya-begini-ceritanya,Lainnya
istri ungkap kondisi hendra kurniawan usai bebas kasus sambo: mau nikmati hidup everyday is holiday,07/05/2025,https://www.tribunnews.com/nasional/2025/05/07/istri-ungkap-kondisi-hendra-kurniawan-usai-bebas-kasus-sambo-mau-nikmati-hidup-everyday-is-holiday,Kriminal
temuan ocha ungkap israel jadikan 70 persen wilayah gaza zona terlarang,07/05/2025,https://www.tribunnews.com/internasional/2025/05/07/temuan-ocha-ungkap-israel-jadikan-70-persen-wilayah-gaza-zona-terlarang,Internasional
"pernyataan arteta bikin merinding jelang laga psg lawan arsenal di leg 2, laga mempertaruhkan nyawa",07/05/2025,https://www.tribunnews.com/superskor/2025/05/07/pernyataan-arteta-bikin-merinding-jelang-laga-psg-lawan-arsenal-di-leg-2-laga-mempertaruhkan-nyawa,Lainnya
bill gates dapat bintang kehormatan kemanusiaan luar biasa,07/05/2025,https://www.tribunnews.com/nasional/2025/05/07/bill-gates-dapat-bintang-kehormatan-kemanusiaan-luar-biasa,Sosial
"ubah citra suram penjara, kanwil ditjenpas sumbar dorong lapas jadi sentra umkm dan ketahanan pangan",07/05/2025,https://www.tribunnews.com/regional/2025/05/07/ubah-citra-suram-penjara-kanwil-ditjenpas-sumbar-dorong-lapas-jadi-sentra-umkm-dan-ketahanan-pangan,Kriminal
"kecelakaan maut di purworejo menewaskan 11 orang, seorang korban terjebak dalam bodi angkot",07/05/2025,https://www.tribunnews.com/regional/2025/05/07/kecelakaan-maut-di-purworejo-menewaskan-11-orang-seorang-korban-terjebak-dalam-bodi-angkot,Lainnya
waspada modus penipuan! ini 3 jurus ampuh hindari penipuan berkedok customer service,07/05/2025,https://www.tribunnews.com/bisnis/2025/05/07/waspada-modus-penipuan-ini-3-jurus-ampuh-hindari-penipuan-berkedok-customer-service,Lainnya
saksi mahkota zarof ricar hingga lisa rachmat saling bersaksi soal suap vonis bebas ronald tannur,07/05/2025,https://www.tribunnews.com/nasional/2025/05/07/saksi-mahkota-zarof-ricar-hingga-lisa-rachmat-saling-bersaksi-soal-suap-vonis-bebas-ronald-tannur,Lainnya
lokasi kecelakaan truk tronton vs angkot di kalijambe purworejo dikenal jalur maut,07/05/2025,https://www.tribunnews.com/regional/2025/05/07/lokasi-kecelakaan-truk-tronton-vs-angkot-di-kalijambe-purworejo-dikenal-jalur-maut,Lainnya
"hasil taipei open 2025: debut manis apriyani/febi, libas utusan malaysia 2 gim saja",07/05/2025,https://www.tribunnews.com/sport/2025/05/07/hasil-taipei-open-2025-debut-manis-apriyanifebi-libas-utusan-malaysia-2-gim-saja,Lainnya
media lokal bongkar persiapan china hadapi timnas indonesia di kualifikasi piala dunia,07/05/2025,https://www.tribunnews.com/superskor/2025/05/07/media-lokal-bongkar-persiapan-china-hadapi-timnas-indonesia-di-kualifikasi-piala-dunia,Olahraga
"buntut pendaki tewas terjatuh, perhutani bondowoso keluarkan larangan mendaki gunung saeng",07/05/2025,https://www.tribunnews.com/regional/2025/05/07/buntut-pendaki-tewas-terjatuh-perhutani-bondowoso-keluarkan-larangan-mendaki-gunung-saeng,Lainnya
"beasiswa djarum plus 2025 bagi mahasiswa d4/s1, beri dana rp 1 juta tiap bulan",07/05/2025,https://www.tribunnews.com/pendidikan/2025/05/07/beasiswa-djarum-plus-2025-bagi-mahasiswa-d4s1-beri-dana-rp-1-juta-tiap-bulan,Pendidikan
"ranking bwf terbaru ganda campuran: rehan/gloria tembus top 30, dejan/fadia naik 2 tangga",07/05/2025,https://www.tribunnews.com/sport/2025/05/07/ranking-bwf-terbaru-ganda-campuran-rehangloria-tembus-top-30-dejanfadia-naik-2-tangga,Lainnya
korban kecelakaan truk vs angkot di kalijambe purworejo bertambah jadi 11 orang,07/05/2025,https://www.tribunnews.com/regional/2025/05/07/korban-kecelakaan-truk-vs-angkot-di-kalijambe-purworejo-bertambah-jadi-11-orang,Lainnya
"alasan tengku dewi keberatan andrew andika pertemukan pacar baru dengan anak, singgung waktu",07/05/2025,https://www.tribunnews.com/seleb/2025/05/07/alasan-tengku-dewi-keberatan-andrew-andika-pertemukan-pacar-baru-dengan-anak-singgung-waktu,Lainnya
prabowo akan berikan tanda kehormatan tertinggi indonesia kepada bill gates,07/05/2025,https://www.tribunnews.com/nasional/2025/05/07/prabowo-akan-berikan-tanda-kehormatan-tertinggi-indonesia-kepada-bill-gates,Lainnya
zakat penghasilan untuk gaji berapa? cek syarat dan cara hitung zakat profesi bagi muslim,07/05/2025,https://www.tribunnews.com/nasional/2025/05/07/zakat-penghasilan-untuk-gaji-berapa-cek-syarat-dan-cara-hitung-zakat-profesi-bagi-muslim,Lainnya
"panglima tni minta polisi militer adaptasi dengan teknologi, pom bakal razia ponsel prajurit",07/05/2025,https://www.tribunnews.com/nasional/2025/05/07/panglima-tni-minta-polisi-militer-adaptasi-dengan-teknologi-pom-bakal-razia-ponsel-prajurit,Teknologi
vatikan gunakan teknologi pengacak sinyal demi jaga kerahasiaan konklaf paus baru,08/05/2025,https://www.tribunnews.com/internasional/2025/05/08/vatikan-gunakan-teknologi-pengacak-sinyal-demi-jaga-kerahasiaan-konklaf-paus-baru,Teknologi
"viral kucing jatuh di minyak panas restoran hotpot china, dijanjikan direkrut tapi tak bisa bertahan",08/05/2025,https://www.tribunnews.com/internasional/2025/05/08/viral-kucing-jatuh-di-minyak-panas-restoran-hotpot-china-dijanjikan-direkrut-tapi-tak-bisa-bertahan,Kuliner
mahasiswa turun tangan bantu warga lewat tebus murah bahan pokok,08/05/2025,https://www.tribunnews.com/metropolitan/2025/05/08/mahasiswa-turun-tangan-bantu-warga-lewat-tebus-murah-bahan-pokok,Pendidikan
cerita tim gabungan saat evakuasi korban kecelakaan maut di purworejo: butuh waktu 45 menit,08/05/2025,https://www.tribunnews.com/regional/2025/05/08/cerita-tim-gabungan-saat-evakuasi-korban-kecelakaan-maut-di-purworejo-butuh-waktu-45-menit,Olahraga
"kabar haji, kakbah mulai padat, jemaah haji dari banglades, pakistan & turki penuhi masjidil haram",08/05/2025,https://www.tribunnews.com/haji/2025/05/08/kabar-haji-kakbah-mulai-padat-jemaah-haji-dari-banglades-pakistan-turki-penuhi-masjidil-haram,Budaya
"fakta hasil psg vs arsenal: kans treble winners les parisiens terjaga, the gunners bapuk di ucl",08/05/2025,https://www.tribunnews.com/superskor/2025/05/08/fakta-hasil-psg-vs-arsenal-kans-treble-winners-les-parisiens-terjaga-the-gunners-bapuk-di-ucl,Lainnya
kejagung ungkap peran bos buzzer penghalang kasus korupsi: rekrut 150 anggota dan hapus barang bukti,08/05/2025,https://www.tribunnews.com/nasional/2025/05/08/kejagung-ungkap-peran-bos-buzzer-penghalang-kasus-korupsi-rekrut-150-anggota-dan-hapus-barang-bukti,Kriminal
"hasil drawing thailand open 2025: chico aura vs kodai naraoka, 2 ganda putri jalani perang saudara",08/05/2025,https://www.tribunnews.com/sport/2025/05/08/hasil-drawing-thailand-open-2025-chico-aura-vs-kodai-naraoka-2-ganda-putri-jalani-perang-saudara,Internasional
"harga sapi kurban 2025 untuk idul adha, cek daftar lengkapnya",08/05/2025,https://www.tribunnews.com/nasional/2025/05/08/harga-sapi-kurban-2025-untuk-idul-adha-cek-daftar-lengkapnya,Lainnya
"kenang sosok ustazah yang tewas dalam kecelakaan maut di purworejo, maftuhin: tadi sempat bergurau",08/05/2025,https://www.tribunnews.com/regional/2025/05/08/kenang-sosok-ustazah-yang-tewas-dalam-kecelakaan-maut-di-purworejo-maftuhin-tadi-sempat-bergurau,Lainnya
"kondisi angkot remuk, evakuasi korban kecelakaan maut di kalijambe purworejo butuh waktu 45 menit",08/05/2025,https://www.tribunnews.com/regional/2025/05/08/kondisi-angkot-remuk-evakuasi-korban-kecelakaan-maut-di-kalijambe-purworejo-butuh-waktu-45-menit,Lainnya
"ridwan kamil terseret kasus korupsi dana iklan rp409 m, bahlil belum pastikan beri bantuan hukum",08/05/2025,https://www.tribunnews.com/nasional/2025/05/08/ridwan-kamil-terseret-kasus-korupsi-dana-iklan-rp409-m-golkar-belum-pastikan-beri-bantuan-hukum,Kriminal
doa kardinal re sebelum konklaf dimulai: semoga terpilih paus yang dibutuhkan zaman ini,08/05/2025,https://www.tribunnews.com/internasional/2025/05/08/doa-kardinal-re-sebelum-konklaf-dimulai-semoga-terpilih-paus-yang-dibutuhkan-zaman-ini,Lainnya
"usai dituding tak mau bayar paylater, nana mirdad pergoki bagasi mobil tiba-tiba terbuka saat parkir",08/05/2025,https://www.tribunnews.com/seleb/2025/05/08/usai-dituding-tak-mau-bayar-paylater-nana-mirdad-pergoki-bagasi-mobil-tiba-tiba-terbuka-saat-parkir,Transportasi
bos buzzer diguyur rp864 juta untuk sebarkan konten negatif penyidikan kasus korupsi besar,08/05/2025,https://www.tribunnews.com/nasional/2025/05/08/bos-buzzer-diguyur-rp864-juta-untuk-sebarkan-konten-negatif-penyidikan-kasus-korupsi-besar,Kriminal
"top skor liga arab saudi: absen nyekor untuk al nassr, ronaldo dikejar ivan toney",08/05/2025,https://www.tribunnews.com/superskor/2025/05/08/top-skor-liga-arab-saudi-absen-nyekor-untuk-al-nassr-ronaldo-dikejar-ivan-toney,Olahraga
"nasib pilu bayi alfonsus yang selamat dari kecelakaan bus als, berjuang sembuh, muka penuh perban",08/05/2025,https://www.tribunnews.com/regional/2025/05/08/nasib-pilu-bayi-alfonsus-yang-selamat-dari-kecelakaan-bus-als-berjuang-sembuh-muka-penuh-perban,Lainnya
"demokrat tak terpancing dengan usulan pemakzulan gibran, fokus dukung pemerintah",08/05/2025,https://www.tribunnews.com/nasional/2025/05/08/demokrat-tak-terpancing-dengan-usulan-pemakzulan-gibranfokus-dukung-pemerintah,Politik
mkgr siap beri 'karpet merah' untuk jokowi dan gibran: ''kami tidak menawarkan'',08/05/2025,https://www.tribunnews.com/nasional/2025/05/08/mkgr-siap-beri-karpet-merah-untuk-jokowi-dan-gibran-kami-tidak-menawarkan,Politik
"kejagung tetapkan wn hungaria tersangka korupsi satelit kemhan, kerugian negara lebih rp 300 m",08/05/2025,https://www.tribunnews.com/nasional/2025/05/08/kejagung-tetapkan-wn-hungaria-tersangka-korupsi-satelit-kemhan-kerugian-negara-lebih-rp-300-m,Kriminal
"ahmad albar mengaku tak suka fachry albar kembali terjerat narkoba, tapi janji  tetap urusi anaknya",08/05/2025,https://www.tribunnews.com/seleb/2025/05/08/ahmad-albar-mengaku-tak-suka-fachry-albar-kembali-terjerat-narkoba-tapi-janji-tetap-urusi-anaknya,Kriminal
"respons aduan pembelian tiket konser day6 di jakarta, kemendag panggil mecimapro dan tiket.com",08/05/2025,https://www.tribunnews.com/bisnis/2025/05/08/respons-aduan-pembelian-tiket-konser-day6-di-jakarta-kemendag-panggil-mecimapro-dan-tiketcom,Hiburan
imparsial sebut menhan tidak paham hak warga negara karena sebut uu tni sudah final,08/05/2025,https://www.tribunnews.com/nasional/2025/05/08/imparsial-sebut-menhan-tidak-paham-hak-warga-negara-karena-sebut-uu-tni-sudah-final,Lainnya
"kpk terima 802 laporan gratifikasi lebaran 2025, nilainya rp 506 juta",08/05/2025,https://www.tribunnews.com/nasional/2025/05/08/kpk-terima-802-laporan-gratifikasi-lebaran-2025-nilainya-rp-506-juta,Politik
"kabar terbaru anthony ginting sejak 4 bulan menepi gegara cedera, buka kans comeback juli mendatang",08/05/2025,https://www.tribunnews.com/sport/2025/05/08/kabar-terbaru-anthony-ginting-sejak-4-bulan-menepi-gegara-cedera-buka-kans-comeback-juli-mendatang,Lainnya
"tangisan raffi ahmad saksikan luna maya dinikahi maxime bouttier, ingat cerita masa lalu",08/05/2025,https://www.tribunnews.com/seleb/2025/05/08/tangisan-raffi-ahmad-saksikan-luna-maya-dinikahi-maxime-bouttier-ingat-cerita-masa-lalu,Lainnya
"ketua kpk sebut direksi dan komisaris bumn tetap penyelenggara negara, wajib lapor lhkpn",08/05/2025,https://www.tribunnews.com/nasional/2025/05/08/ketua-kpk-sebut-direksi-dan-komisaris-bumn-tetap-penyelenggara-negara-wajib-lapor-lhkpn,Politik
